player_hp,honor_score,win_streak,action_taken,reward
98,94,2,0,-10.0
44,35,5,1,10.0
72,73,0,2,4.36
52,57,10,2,10.0
29,18,4,0,10.0
59,86,6,0,10.0
97,63,0,2,-5.0
31,9,9,0,10.0
66,48,3,2,10.0
66,53,1,2,10.0
27,60,0,0,10.0
43,58,0,1,10.0
78,90,6,1,-7.56
40,1,5,1,10.0
62,74,6,1,10.0
22,7,0,2,5.0
74,18,9,1,-6.2799997
47,79,2,1,10.0
31,67,6,2,10.0
56,13,9,1,10.0
99,21,9,0,-10.0
32,16,8,1,10.0
23,62,5,1,15.0
38,25,7,1,10.0
33,98,8,0,10.0
55,35,6,0,10.0
27,44,8,0,10.0
36,29,10,0,10.0
6,20,9,2,-12.466667
67,19,3,1,10.0
36,41,8,1,10.0
55,89,8,0,10.0
64,55,1,0,10.0
64,11,10,1,10.0
46,7,8,1,10.0
19,98,2,1,4.4666667
18,92,10,0,-1.0666667
28,62,6,0,10.0
73,55,10,2,4.04
59,6,2,2,10.0
17,61,10,2,-6.6
91,60,4,2,-1.7199998
34,9,1,1,10.0
42,49,9,2,10.0
94,19,9,2,-2.6799998
90,27,2,2,-1.4000001
10,13,9,2,-10.333334
48,75,3,0,10.0
37,7,9,0,10.0
63,6,5,1,10.0
68,4,10,0,10.0
7,0,5,1,-1.9333334
33,72,2,2,10.0
47,81,2,2,10.0
55,9,8,2,10.0
75,57,9,2,3.4
64,64,1,0,10.0
30,59,3,0,10.0
3,19,4,0,-10.0
49,57,7,1,10.0
68,42,7,1,10.0
29,28,5,1,15.0
87,1,1,1,-10.440001
58,25,9,2,10.0
66,74,9,2,10.0
74,88,0,0,-1.28
44,97,6,2,10.0
3,58,9,0,-10.0
25,0,0,1,15.0
26,30,10,2,5.0
45,37,2,2,10.0
63,21,8,2,10.0
90,65,5,2,-1.4000001
50,46,7,0,10.0
49,0,8,1,10.0
5,87,6,1,-5.0
58,49,7,0,10.0
14,35,3,0,-3.2
29,44,4,2,5.0
41,35,6,1,10.0
100,33,8,2,-5.0
36,8,7,2,10.0
41,75,6,2,10.0
100,83,3,1,-15.0
34,3,10,2,10.0
86,78,0,2,-0.119999886
5,62,0,2,-15.0
67,3,4,2,10.0
17,4,6,0,-1.6
72,9,10,0,-0.64
28,43,7,2,5.0
76,39,6,2,3.08
58,35,3,2,10.0
46,34,10,2,10.0
16,58,6,2,-7.133333
95,64,5,2,-5.0
21,81,7,2,5.0
67,30,8,1,10.0
68,45,0,1,10.0
36,48,1,0,10.0
48,5,7,0,10.0
12,69,6,2,-9.266666
33,18,6,1,10.0
85,95,2,2,0.19999981
52,41,6,1,10.0
86,29,3,1,-10.12
50,25,9,2,10.0
2,2,9,1,-5.0
41,32,1,0,10.0
97,49,0,2,-5.0
31,30,7,1,10.0
50,83,4,2,10.0
84,67,9,1,-9.48
45,95,3,2,10.0
20,81,8,0,10.0
43,9,4,1,10.0
10,21,9,0,-5.3333335
67,62,1,1,10.0
0,53,8,2,-15.0
91,50,9,1,-11.719999
62,80,6,1,10.0
23,3,8,1,15.0
98,36,4,2,-5.0
12,70,6,1,0.7333331
97,62,7,0,-10.0
10,50,3,0,-5.3333335
99,7,7,1,-15.0
50,0,6,2,10.0
16,7,2,1,2.8666666
98,82,10,2,-5.0
81,80,10,0,-3.52
85,54,7,1,-9.8
23,8,3,1,15.0
18,50,1,1,3.9333334
36,15,8,0,10.0
84,52,7,0,-4.48
7,58,3,0,-6.9333334
27,44,2,2,5.0
4,36,2,1,-5.0
16,90,5,2,-7.133333
100,65,1,1,-15.0
35,63,10,2,10.0
18,35,2,2,-6.0666666
63,75,0,0,10.0
90,49,9,2,-1.4000001
97,98,4,2,-5.0
10,94,2,2,-10.333334
53,52,10,2,10.0
44,56,6,2,10.0
46,18,8,1,10.0
11,25,4,2,-9.8
20,99,1,2,5.0
10,67,1,1,-0.3333335
91,42,3,0,-6.72
4,94,9,0,-10.0
80,57,8,0,-3.2
55,76,10,1,10.0
19,58,1,2,-5.5333333
40,45,4,2,10.0
45,67,6,1,10.0
11,39,9,1,0.19999981
69,12,3,1,10.0
16,8,6,0,-2.1333334
18,65,6,0,-1.0666667
25,98,1,0,10.0
47,52,1,1,10.0
51,75,1,0,10.0
95,80,8,1,-15.0
69,3,0,0,10.0
54,13,5,2,10.0
99,84,6,1,-15.0
74,7,8,2,3.72
32,96,2,1,10.0
61,61,8,0,10.0
87,44,6,2,-0.44000006
22,91,4,0,10.0
14,66,4,1,1.8
26,61,6,2,5.0
74,77,9,1,-6.2799997
63,82,5,0,10.0
80,69,7,1,-8.2
50,35,9,0,10.0
52,83,9,1,10.0
77,0,8,1,-7.24
90,59,5,1,-11.4
81,73,2,0,-3.52
91,12,8,1,-11.719999
50,11,1,1,10.0
46,74,4,2,10.0
3,99,9,1,-5.0
6,16,3,2,-12.466667
34,46,1,1,10.0
47,52,5,2,10.0
72,92,9,1,-5.64
71,66,6,0,-0.32
44,92,1,1,10.0
80,9,2,0,-3.2
80,45,4,2,1.8
96,82,8,2,-5.0
95,3,6,1,-15.0
71,56,2,2,4.68
18,37,9,1,3.9333334
62,11,3,2,10.0
37,30,6,2,10.0
66,1,10,0,10.0
58,0,0,1,10.0
68,80,3,1,10.0
12,24,0,1,0.7333331
46,4,4,1,10.0
60,47,1,1,10.0
30,13,8,1,10.0
79,51,2,1,-7.88
95,73,4,0,-10.0
21,20,7,0,10.0
92,24,7,2,-2.04
85,98,8,1,-9.8
42,66,2,0,10.0
66,81,2,1,10.0
53,49,3,2,10.0
9,99,5,1,-0.8666668
41,32,6,1,10.0
63,16,0,1,10.0
20,69,1,1,15.0
79,33,2,0,-2.88
75,25,0,0,-1.6
65,41,2,1,10.0
40,30,3,1,10.0
23,50,10,1,15.0
34,91,5,1,10.0
55,35,4,2,10.0
29,12,10,1,15.0
56,84,5,0,10.0
93,89,8,1,-12.360001
46,94,0,1,10.0
34,79,2,2,10.0
18,94,7,1,3.9333334
7,12,8,2,-11.933333
25,93,10,1,15.0
70,31,1,0,10.0
29,4,9,2,5.0
6,11,4,1,-2.4666667
66,58,2,1,10.0
64,40,9,0,10.0
35,36,1,0,10.0
24,67,10,0,10.0
36,47,10,1,10.0
0,42,8,0,-10.0
14,92,4,0,-3.2
36,40,8,2,10.0
12,55,0,2,-9.266666
7,68,3,1,-1.9333334
4,10,0,0,-10.0
59,93,4,0,10.0
72,8,10,1,-5.64
0,27,4,0,-10.0
35,21,6,0,10.0
34,74,6,2,10.0
65,84,7,0,10.0
62,5,5,0,10.0
22,25,9,1,15.0
8,15,2,0,-6.4
33,13,8,1,10.0
45,34,4,1,10.0
77,41,8,1,-7.24
3,52,4,0,-10.0
29,99,2,0,10.0
94,21,6,1,-12.68
74,52,8,2,3.72
98,65,0,0,-10.0
71,12,2,2,4.68
2,10,6,1,-5.0
13,11,8,2,-8.733334
59,96,3,1,10.0
76,85,4,0,-1.92
44,52,7,1,10.0
95,8,3,2,-5.0
33,70,1,2,10.0
44,16,6,0,10.0
60,60,1,1,10.0
82,9,5,1,-8.84
15,37,6,0,-2.6666667
65,38,7,1,10.0
39,88,4,1,10.0
16,90,0,0,-2.1333334
33,93,2,2,10.0
15,29,9,1,2.3333333
59,33,8,1,10.0
65,32,5,0,10.0
65,31,10,1,10.0
89,11,4,2,-1.0799999
12,86,0,2,-9.266666
55,92,3,0,10.0
30,64,4,0,10.0
33,83,1,1,10.0
38,9,4,1,10.0
66,18,2,0,10.0
7,22,7,1,-1.9333334
86,84,9,0,-5.12
77,56,10,2,2.76
54,98,0,2,10.0
26,58,3,2,5.0
92,95,10,1,-12.04
52,53,8,0,10.0
38,73,0,2,10.0
64,1,5,1,10.0
16,99,5,0,-2.1333334
29,47,10,1,15.0
52,5,1,2,10.0
12,42,0,0,-4.266667
20,16,0,0,10.0
18,78,9,1,3.9333334
52,35,4,0,10.0
18,23,10,0,-1.0666667
56,60,4,1,10.0
24,28,10,0,10.0
85,77,9,2,0.19999981
30,57,6,2,10.0
80,65,8,1,-8.2
54,85,3,2,10.0
22,52,3,2,5.0
31,69,10,2,10.0
61,8,10,0,10.0
73,75,6,2,4.04
9,41,8,2,-10.866667
99,38,6,0,-10.0
71,68,7,2,4.68
53,39,9,0,10.0
51,58,6,0,10.0
19,43,8,2,-5.5333333
31,64,5,2,10.0
13,73,10,0,-3.7333333
49,10,8,2,10.0
27,90,2,0,10.0
52,86,3,0,10.0
23,83,8,1,15.0
78,4,1,2,2.44
21,76,1,1,15.0
29,73,9,1,15.0
62,48,7,0,10.0
3,50,10,0,-10.0
76,35,9,1,-6.92
58,15,5,2,10.0
86,6,4,1,-10.12
7,95,1,1,-1.9333334
81,88,0,2,1.48
11,43,2,0,-4.8
30,25,10,1,10.0
77,35,5,2,2.76
33,52,10,2,10.0
81,91,10,2,1.48
97,43,4,0,-10.0
74,11,5,2,3.72
75,89,10,1,-6.6
48,67,6,2,10.0
78,22,6,2,2.44
56,87,2,1,10.0
94,94,10,2,-2.6799998
92,29,9,1,-12.04
25,62,7,0,10.0
17,2,7,0,-1.6
95,79,10,2,-5.0
85,33,2,0,-4.8
37,91,5,0,10.0
80,48,8,2,1.8
86,43,0,1,-10.12
87,40,10,1,-10.440001
49,47,1,1,10.0
7,70,1,1,-1.9333334
40,7,4,1,10.0
5,6,5,2,-15.0
68,36,2,0,10.0
43,54,3,1,10.0
63,70,9,0,10.0
28,49,1,1,15.0
27,81,2,2,5.0
10,20,7,2,-10.333334
64,33,4,0,10.0
18,48,1,0,-1.0666667
8,26,9,0,-6.4
26,7,9,0,10.0
33,33,10,2,10.0
43,17,1,0,10.0
67,50,3,1,10.0
99,11,8,2,-5.0
81,85,5,1,-8.52
14,50,0,2,-8.2
50,62,10,2,10.0
12,39,3,1,0.7333331
82,21,2,2,1.1600001
48,7,0,0,10.0
69,27,5,1,10.0
55,49,9,2,10.0
75,46,0,2,3.4
50,55,0,1,10.0
36,31,6,1,10.0
16,10,0,0,-2.1333334
57,20,10,0,10.0
86,25,2,0,-5.12
89,13,4,0,-6.08
28,78,2,0,10.0
32,13,5,1,10.0
59,75,8,1,10.0
90,99,1,1,-11.4
88,2,6,1,-10.76
54,56,3,0,10.0
9,6,10,2,-10.866667
46,38,5,0,10.0
22,56,9,1,15.0
84,64,9,1,-9.48
20,24,5,0,10.0
12,30,7,2,-9.266666
100,85,6,2,-5.0
32,9,4,0,10.0
23,81,6,1,15.0
10,76,5,2,-10.333334
16,71,4,2,-7.133333
67,8,8,1,10.0
46,78,3,0,10.0
24,7,6,0,10.0
93,96,6,0,-7.36
72,98,2,1,-5.64
20,18,7,2,5.0
83,29,8,1,-9.16
82,8,10,2,1.1600001
82,82,4,2,1.1600001
11,46,0,0,-4.8
36,45,0,1,10.0
41,89,4,0,10.0
16,0,1,2,-7.133333
100,2,1,2,-5.0
47,33,5,0,10.0
27,24,4,1,15.0
40,29,10,1,10.0
98,0,1,1,-15.0
46,17,4,0,10.0
17,32,10,0,-1.6
77,8,3,2,2.76
98,6,5,1,-15.0
70,29,0,0,10.0
12,76,2,2,-9.266666
81,80,4,0,-3.52
100,12,7,2,-5.0
12,12,1,1,0.7333331
99,41,7,2,-5.0
30,100,7,0,10.0
1,73,5,0,-10.0
15,77,4,1,2.3333333
8,62,6,1,-1.4000001
72,68,5,0,-0.64
37,35,8,0,10.0
74,34,1,1,-6.2799997
53,45,5,0,10.0
55,44,10,1,10.0
85,55,6,2,0.19999981
96,86,0,0,-10.0
99,4,8,1,-15.0
86,43,7,0,-5.12
44,27,4,0,10.0
33,86,4,2,10.0
8,41,8,1,-1.4000001
87,97,1,2,-0.44000006
7,30,5,2,-11.933333
6,6,3,2,-12.466667
35,6,3,2,10.0
17,3,7,0,-1.6
2,31,2,1,-5.0
27,27,10,2,5.0
69,55,7,0,10.0
43,3,9,1,10.0
20,7,4,1,15.0
27,13,1,0,10.0
53,29,4,2,10.0
53,2,3,0,10.0
64,1,8,1,10.0
99,9,5,2,-5.0
20,69,10,1,15.0
98,70,2,2,-5.0
12,15,1,2,-9.266666
56,69,6,0,10.0
48,79,0,2,10.0
53,90,4,2,10.0
9,75,4,0,-5.866667
52,85,3,2,10.0
43,78,2,0,10.0
46,21,8,1,10.0
52,34,3,1,10.0
73,78,8,0,-0.96
45,86,6,2,10.0
12,48,8,1,0.7333331
36,1,1,1,10.0
23,65,1,2,5.0
1,18,7,2,-15.0
85,68,8,0,-4.8
80,3,1,0,-3.2
99,91,5,1,-15.0
13,81,5,2,-8.733334
9,40,6,2,-10.866667
34,55,4,2,10.0
24,54,2,0,10.0
2,30,9,0,-10.0
16,21,10,0,-2.1333334
11,74,2,1,0.19999981
53,47,5,2,10.0
23,79,0,0,10.0
28,3,7,2,5.0
42,20,6,0,10.0
24,40,6,2,5.0
99,44,5,1,-15.0
59,88,2,1,10.0
89,83,8,1,-11.08
64,7,9,0,10.0
83,8,10,2,0.84000015
27,17,5,2,5.0
15,30,5,0,-2.6666667
46,34,5,2,10.0
80,29,5,0,-3.2
91,17,5,2,-1.7199998
57,82,3,1,10.0
75,40,1,2,3.4
26,23,0,2,5.0
52,85,7,2,10.0
41,47,4,0,10.0
58,13,2,2,10.0
46,18,8,0,10.0
93,59,2,2,-2.3600001
33,92,4,2,10.0
36,21,1,0,10.0
5,29,5,1,-5.0
6,14,8,1,-2.4666667
95,20,0,1,-15.0
95,25,10,0,-10.0
24,99,2,1,15.0
32,11,9,0,10.0
54,6,0,0,10.0
57,74,4,2,10.0
6,83,4,1,-2.4666667
56,34,3,1,10.0
11,67,4,2,-9.8
15,1,7,0,-2.6666667
79,19,7,2,2.12
42,46,5,2,10.0
99,83,3,1,-15.0
76,11,10,1,-6.92
6,52,3,0,-7.4666667
99,16,4,0,-10.0
50,17,4,2,10.0
72,23,1,2,4.36
31,71,5,0,10.0
74,36,6,0,-1.28
7,29,2,1,-1.9333334
96,83,9,1,-15.0
86,51,3,2,-0.119999886
88,22,8,0,-5.76
71,36,3,1,-5.32
44,73,9,0,10.0
85,96,10,2,0.19999981
58,23,6,2,10.0
3,99,1,1,-5.0
66,79,4,0,10.0
28,49,5,0,10.0
28,91,1,1,15.0
97,75,0,1,-15.0
97,19,8,2,-5.0
27,46,6,2,5.0
76,17,7,0,-1.92
78,100,4,0,-2.56
86,25,4,1,-10.12
43,70,0,2,10.0
89,42,2,2,-1.0799999
3,46,6,1,-5.0
89,84,9,2,-1.0799999
8,42,8,0,-6.4
4,31,7,2,-15.0
55,6,10,0,10.0
95,86,4,0,-10.0
83,83,2,2,0.84000015
49,83,8,1,10.0
74,31,3,0,-1.28
14,89,8,0,-3.2
31,99,2,0,10.0
27,87,6,0,10.0
21,64,0,1,15.0
16,57,9,1,2.8666666
58,52,10,2,10.0
89,91,4,0,-6.08
70,89,8,0,10.0
56,33,10,0,10.0
25,89,8,0,10.0
24,99,5,1,15.0
9,68,10,0,-5.866667
44,55,5,0,10.0
82,65,2,2,1.1600001
10,31,8,1,-0.3333335
76,97,0,2,3.08
52,49,6,1,10.0
71,93,2,2,4.68
67,23,1,0,10.0
94,91,4,1,-12.68
27,45,4,1,15.0
74,2,1,1,-6.2799997
64,9,7,1,10.0
48,5,1,0,10.0
46,97,7,0,10.0
51,94,5,0,10.0
87,51,9,2,-0.44000006
53,49,3,0,10.0
59,57,2,1,10.0
56,51,8,0,10.0
46,12,5,0,10.0
30,58,4,2,10.0
45,38,9,1,10.0
25,52,2,2,5.0
4,57,2,0,-10.0
83,19,5,2,0.84000015
51,62,9,2,10.0
74,95,3,1,-6.2799997
53,9,3,1,10.0
32,25,10,1,10.0
49,18,7,1,10.0
37,92,1,2,10.0
26,60,5,0,10.0
97,76,8,2,-5.0
14,33,2,1,1.8
95,83,4,1,-15.0
60,43,10,1,10.0
20,17,6,1,15.0
45,97,0,2,10.0
68,71,7,2,10.0
5,15,5,0,-10.0
37,86,3,1,10.0
61,95,10,2,10.0
85,76,5,0,-4.8
61,25,1,0,10.0
81,64,3,0,-3.52
77,65,7,0,-2.24
73,76,3,1,-5.96
45,26,4,0,10.0
12,3,1,1,0.7333331
94,50,2,0,-7.68
93,83,2,0,-7.36
2,2,1,2,-15.0
93,86,7,1,-12.360001
5,65,10,1,-5.0
92,15,2,0,-7.04
7,73,10,1,-1.9333334
43,27,0,2,10.0
32,43,1,0,10.0
80,17,7,2,1.8
74,1,0,0,-1.28
76,77,0,1,-6.92
49,43,10,0,10.0
10,19,0,0,-5.3333335
94,55,9,1,-12.68
27,22,7,2,5.0
69,59,5,1,10.0
40,70,6,0,10.0
15,44,3,0,-2.6666667
67,46,7,0,10.0
98,77,1,2,-5.0
47,36,8,1,10.0
55,7,3,1,10.0
63,4,0,1,10.0
58,22,1,1,10.0
89,9,7,1,-11.08
61,26,8,1,10.0
75,98,4,1,-6.6
10,0,3,1,-0.3333335
100,70,9,1,-15.0
88,7,6,0,-5.76
17,10,1,1,3.4
18,97,6,0,-1.0666667
86,27,8,1,-10.12
54,33,1,1,10.0
81,42,7,0,-3.52
25,83,5,1,15.0
5,27,5,2,-15.0
3,48,3,1,-5.0
28,60,8,0,10.0
58,36,7,0,10.0
97,2,6,0,-10.0
16,8,4,1,2.8666666
42,85,4,2,10.0
79,88,1,2,2.12
65,1,4,1,10.0
33,22,2,0,10.0
7,50,6,0,-6.9333334
12,16,8,2,-9.266666
7,24,9,1,-1.9333334
93,75,5,2,-2.3600001
95,26,10,1,-15.0
99,19,9,2,-5.0
93,72,6,0,-7.36
64,86,6,2,10.0
42,35,6,1,10.0
38,27,3,0,10.0
80,28,5,2,1.8
58,41,6,2,10.0
83,57,9,2,0.84000015
87,31,10,1,-10.440001
85,11,3,1,-9.8
92,29,8,2,-2.04
85,59,10,2,0.19999981
43,10,8,2,10.0
8,100,3,0,-6.4
36,83,7,0,10.0
73,10,7,2,4.04
35,79,1,0,10.0
100,98,5,0,-10.0
91,49,8,1,-11.719999
27,0,7,0,10.0
41,88,0,2,10.0
42,26,4,0,10.0
84,31,4,0,-4.48
87,5,8,1,-10.440001
41,40,1,0,10.0
65,35,4,0,10.0
54,38,0,2,10.0
71,86,7,0,-0.32
47,92,7,1,10.0
90,29,1,1,-11.4
21,85,9,1,15.0
100,56,0,2,-5.0
26,10,2,0,10.0
92,89,8,0,-7.04
66,86,6,0,10.0
12,2,6,1,0.7333331
44,47,9,1,10.0
9,5,3,1,-0.8666668
99,6,4,2,-5.0
8,43,6,1,-1.4000001
53,60,1,1,10.0
26,53,2,2,5.0
33,50,2,2,10.0
0,85,10,2,-15.0
31,47,6,0,10.0
88,60,6,1,-10.76
92,96,10,0,-7.04
70,39,5,1,10.0
66,2,0,2,10.0
83,29,9,0,-4.16
19,23,10,1,4.4666667
93,66,7,2,-2.3600001
34,1,9,1,10.0
98,43,9,2,-5.0
90,39,3,2,-1.4000001
89,18,7,1,-11.08
77,62,6,0,-2.24
16,23,0,2,-7.133333
17,49,6,1,3.4
44,19,3,2,10.0
92,56,4,2,-2.04
83,49,5,0,-4.16
52,94,4,0,10.0
90,57,1,2,-1.4000001
81,30,7,1,-8.52
67,36,7,1,10.0
64,92,4,0,10.0
0,3,4,2,-15.0
57,57,6,1,10.0
25,9,1,1,15.0
19,62,4,1,4.4666667
86,35,0,1,-10.12
9,54,3,1,-0.8666668
58,98,7,2,10.0
74,56,0,2,3.72
40,84,9,2,10.0
4,42,0,1,-5.0
64,64,3,2,10.0
16,11,9,0,-2.1333334
21,61,4,2,5.0
97,23,8,1,-15.0
40,1,4,2,10.0
92,46,0,0,-7.04
67,55,10,0,10.0
68,83,2,1,10.0
10,15,3,2,-10.333334
55,33,6,0,10.0
50,76,1,1,10.0
20,17,3,0,10.0
98,28,7,1,-15.0
75,53,4,0,-1.6
25,50,5,1,15.0
18,13,2,2,-6.0666666
59,93,3,2,10.0
70,57,8,1,10.0
46,34,1,0,10.0
70,8,2,0,10.0
25,36,1,2,5.0
39,11,1,2,10.0
4,84,10,1,-5.0
20,81,8,0,10.0
77,10,7,1,-7.24
3,26,6,2,-15.0
22,87,8,1,15.0
83,42,7,1,-9.16
14,49,8,1,1.8
92,97,1,0,-7.04
7,19,6,1,-1.9333334
40,12,8,1,10.0
18,46,8,2,-6.0666666
45,7,7,0,10.0
27,100,0,2,5.0
90,68,2,2,-1.4000001
67,70,7,0,10.0
14,63,2,2,-8.2
98,43,3,2,-5.0
36,11,9,2,10.0
0,3,1,2,-15.0
66,39,2,0,10.0
23,18,4,0,10.0
26,53,10,1,15.0
39,0,5,2,10.0
62,12,5,1,10.0
60,49,6,1,10.0
35,52,9,2,10.0
97,41,7,0,-10.0
92,24,5,1,-12.04
23,43,9,2,5.0
23,97,5,1,15.0
3,98,1,1,-5.0
66,60,2,1,10.0
33,80,5,0,10.0
56,89,5,1,10.0
48,20,5,2,10.0
86,50,3,0,-5.12
52,75,10,2,10.0
22,79,1,2,5.0
68,51,7,2,10.0
94,62,1,1,-12.68
52,83,2,0,10.0
61,53,0,1,10.0
40,9,8,2,10.0
56,86,2,1,10.0
59,93,1,1,10.0
53,58,5,0,10.0
69,7,7,2,10.0
100,50,3,2,-5.0
56,4,0,2,10.0
9,75,6,1,-0.8666668
39,41,2,1,10.0
6,77,4,0,-7.4666667
37,11,10,0,10.0
84,23,1,2,0.52
60,44,7,1,10.0
83,52,2,1,-9.16
2,52,8,2,-15.0
50,16,0,0,10.0
85,64,5,0,-4.8
46,57,2,0,10.0
67,36,3,1,10.0
91,74,10,1,-11.719999
75,41,3,2,3.4
37,69,7,0,10.0
35,78,8,0,10.0
40,39,4,0,10.0
68,22,10,0,10.0
12,22,9,2,-9.266666
86,48,9,2,-0.119999886
57,75,2,2,10.0
49,6,8,1,10.0
29,36,0,0,10.0
61,15,0,1,10.0
100,37,2,2,-5.0
24,98,1,2,5.0
26,39,7,1,15.0
50,28,4,1,10.0
77,16,9,1,-7.24
56,89,0,1,10.0
46,19,2,2,10.0
99,24,2,1,-15.0
38,59,1,1,10.0
15,37,8,1,2.3333333
21,62,0,1,15.0
84,38,9,1,-9.48
53,63,4,2,10.0
20,100,8,1,15.0
71,82,2,2,4.68
15,20,9,2,-7.666667
58,31,2,0,10.0
30,27,6,0,10.0
41,11,0,2,10.0
73,78,8,2,4.04
31,91,6,2,10.0
58,84,7,1,10.0
33,79,1,2,10.0
8,22,2,0,-6.4
80,89,8,2,1.8
10,14,3,2,-10.333334
95,100,4,0,-10.0
9,11,8,1,-0.8666668
85,3,9,2,0.19999981
16,34,7,0,-2.1333334
67,94,4,1,10.0
47,60,10,1,10.0
51,26,1,0,10.0
24,95,2,0,10.0
20,32,2,2,5.0
100,12,6,0,-10.0
64,36,5,0,10.0
62,43,6,1,10.0
88,1,7,0,-5.76
50,37,10,1,10.0
35,36,4,2,10.0
80,58,5,0,-3.2
87,68,0,0,-5.44
65,17,3,2,10.0
14,47,5,0,-3.2
95,80,3,0,-10.0
38,65,0,0,10.0
69,48,2,0,10.0
0,57,2,0,-10.0
22,34,2,0,10.0
38,77,3,1,10.0
56,75,10,0,10.0
80,57,8,0,-3.2
33,96,8,2,10.0
40,6,7,0,10.0
92,8,2,2,-2.04
72,68,1,2,4.36
12,3,2,2,-9.266666
69,31,10,2,10.0
5,4,4,1,-5.0
83,55,6,1,-9.16
51,55,1,0,10.0
2,43,5,2,-15.0
80,71,10,1,-8.2
62,12,10,1,10.0
48,3,1,1,10.0
75,51,0,0,-1.6
46,74,10,0,10.0
54,14,2,1,10.0
63,81,3,0,10.0
64,83,1,2,10.0
80,0,2,0,-3.2
66,64,5,2,10.0
89,10,8,0,-6.08
14,92,1,2,-8.2
99,60,6,0,-10.0
31,92,0,0,10.0
95,87,3,2,-5.0
67,83,1,2,10.0
17,93,3,2,-6.6
82,62,1,1,-8.84
42,37,2,0,10.0
34,68,7,0,10.0
77,44,3,1,-7.24
57,73,5,0,10.0
32,69,8,2,10.0
13,67,7,2,-8.733334
33,3,1,1,10.0
60,70,1,0,10.0
3,47,2,0,-10.0
87,96,1,1,-10.440001
58,8,2,2,10.0
28,89,1,2,5.0
82,46,5,0,-3.84
5,84,8,2,-15.0
96,59,7,0,-10.0
48,51,5,2,10.0
39,85,3,2,10.0
82,32,9,0,-3.84
64,57,4,0,10.0
68,96,3,2,10.0
26,47,4,0,10.0
79,4,1,2,2.12
5,84,7,0,-10.0
12,26,0,1,0.7333331
63,40,8,0,10.0
61,0,0,2,10.0
98,50,4,2,-5.0
18,15,8,2,-6.0666666
75,98,0,1,-6.6
79,99,0,2,2.12
42,31,2,0,10.0
73,92,7,0,-0.96
88,46,2,2,-0.7600002
19,22,1,0,-0.53333336
94,14,5,2,-2.6799998
67,25,9,1,10.0
43,36,4,2,10.0
22,88,10,1,15.0
1,54,8,2,-15.0
21,1,10,1,15.0
56,75,2,1,10.0
100,18,3,1,-15.0
71,31,10,0,-0.32
6,86,9,0,-7.4666667
77,68,7,0,-2.24
55,54,10,1,10.0
66,88,1,0,10.0
15,98,4,0,-2.6666667
82,55,8,0,-3.84
50,28,10,0,10.0
81,83,8,2,1.48
79,35,9,1,-7.88
71,70,8,2,4.68
96,85,10,1,-15.0
11,81,0,2,-9.8
52,52,0,0,10.0
74,84,0,0,-1.28
4,85,7,2,-15.0
26,38,3,2,5.0
11,75,8,0,-4.8
16,10,10,0,-2.1333334
5,75,5,2,-15.0
96,89,2,1,-15.0
4,29,7,2,-15.0
56,78,0,2,10.0
27,71,1,2,5.0
77,52,7,2,2.76
68,81,0,2,10.0
58,73,10,0,10.0
32,7,4,2,10.0
61,98,2,0,10.0
49,19,1,0,10.0
18,11,3,2,-6.0666666
85,66,1,2,0.19999981
68,83,4,2,10.0
65,49,7,1,10.0
93,11,3,1,-12.360001
46,53,6,0,10.0
38,87,4,2,10.0
67,79,8,0,10.0
32,53,1,2,10.0
12,73,1,2,-9.266666
83,18,0,2,0.84000015
53,13,3,0,10.0
6,51,7,1,-2.4666667
78,77,4,0,-2.56
86,21,4,0,-5.12
13,3,3,1,1.2666667
86,58,6,2,-0.119999886
18,33,9,0,-1.0666667
53,63,7,2,10.0
92,17,8,2,-2.04
19,97,5,1,4.4666667
28,81,8,0,10.0
23,30,10,1,15.0
81,83,0,0,-3.52
62,99,2,1,10.0
73,41,0,2,4.04
56,73,10,1,10.0
7,2,4,2,-11.933333
89,84,7,0,-6.08
61,99,5,0,10.0
28,54,9,1,15.0
73,9,4,1,-5.96
16,70,0,2,-7.133333
65,21,0,0,10.0
5,22,4,2,-15.0
57,75,4,1,10.0
68,12,7,1,10.0
27,39,1,1,15.0
61,12,6,1,10.0
40,96,4,0,10.0
68,94,1,2,10.0
81,50,4,0,-3.52
89,63,8,0,-6.08
83,91,4,0,-4.16
40,82,4,1,10.0
48,84,10,1,10.0
90,95,1,2,-1.4000001
48,89,8,0,10.0
75,12,1,1,-6.6
70,28,4,0,10.0
2,70,1,0,-10.0
9,46,1,0,-5.866667
97,25,5,1,-15.0
88,69,9,0,-5.76
34,95,2,2,10.0
79,99,9,1,-7.88
1,22,8,2,-15.0
23,74,5,1,15.0
73,55,9,0,-0.96
37,84,9,0,10.0
21,18,1,0,10.0
25,97,0,1,15.0
42,49,1,2,10.0
54,34,9,2,10.0
38,48,5,0,10.0
90,94,1,2,-1.4000001
28,45,6,2,5.0
19,92,6,2,-5.5333333
90,69,0,0,-6.4
40,99,5,1,10.0
53,52,4,0,10.0
19,30,7,0,-0.53333336
18,95,7,2,-6.0666666
83,83,8,0,-4.16
98,21,1,2,-5.0
65,66,10,0,10.0
29,7,0,0,10.0
52,18,9,1,10.0
33,30,5,2,10.0
21,31,1,0,10.0
66,78,4,0,10.0
5,54,0,1,-5.0
78,30,0,2,2.44
26,66,4,0,10.0
9,50,5,2,-10.866667
72,95,10,0,-0.64
